,filename,class
903,D:\TFG - Álvaro\data\19\216840111366964013451228379692012275141211936_01-123-062.png,1
904,E:\TFG\model_src\dataset\1\96767496871075433060900464230395100353_vh2pad.png,0
905,E:\TFG\model_src\dataset\0\126899004653483954654090561276870090417_wot1bd.png,2
906,D:\TFG - Álvaro\data\19\216840111366964013451228379692012278112109332_01-123-065.png,1
907,E:\TFG\model_src\dataset\1\148981969234417969361153214126104736447_2iprq1.png,0
908,E:\TFG\model_src\dataset\0\116835309177267571219371885536980035603_02qerx.png,2
909,D:\TFG - Álvaro\data\19\216840111366964013375835044302012145103712321_01-057-003.png,1
910,E:\TFG\model_src\dataset\1\295422761034683155655817989716268773712_kncuus.png,0
911,E:\TFG\model_src\dataset\0\39775006055149542945016388730145543912_agwpdp.png,2
912,D:\TFG - Álvaro\data\19\216840111366964013340662495472012116131953462_01-057-044.png,1
913,E:\TFG\model_src\dataset\1\249420650018385142213899283805968259813_nlmbim.png,0
914,E:\TFG\model_src\dataset\0\318464841142716907534801190112683615120_cgzoh9.png,2
915,D:\TFG - Álvaro\data\20\216840111366964013451228379692012268132532961_01-052-035.png,1
916,E:\TFG\model_src\dataset\1\312994456375610412731251957927392870666_jxu4wg.png,0
917,E:\TFG\model_src\dataset\0\94136626146558444966681004736205767133_uv8xas.png,2
918,D:\TFG - Álvaro\data\20\216840111366964013530061063072012320125037085_01-151-012.png,1
919,E:\TFG\model_src\dataset\1\14448336620251461629516495741131607789_xqdrxo.png,0
920,E:\TFG\model_src\dataset\0\115220944695581339165697952250904105963_ed6p7y.png,2
921,D:\TFG - Álvaro\data\20\216840111366964013534861372972012331124958464_01-151-050.png,1
922,E:\TFG\model_src\dataset\1\256137303834281853331818604382731144315_vhssrb.png,0
923,E:\TFG\model_src\dataset\0\140671920339244213551245905780498073380_n7lo8i.png,2
924,D:\TFG - Álvaro\data\20\216840111366964013451228379692012254132929753_01-116-178.png,1
925,E:\TFG\model_src\dataset\1\14093500659686480810439620156607362589_xymygc.png,0
926,E:\TFG\model_src\dataset\0\213257971937183341419342540220409921704_2_-quibw.png,2
927,D:\TFG - Álvaro\data\20\216840111366964013451228379692012262141737358_01-116-129.png,1
928,E:\TFG\model_src\dataset\1\15564688315470080953689560628598011118_b954cg.png,0
929,E:\TFG\model_src\dataset\0\104175864010988902721299541926544611142_plewag.png,2
930,D:\TFG - Álvaro\data\20\216840111366964013962490064942014101130939361_01-186-068.png,1
931,E:\TFG\model_src\dataset\1\4243214902736843283961305097899023065_bo43qk.png,0
932,E:\TFG\model_src\dataset\0\60969384004014416344962581961554376844_wfkhh2.png,2
933,D:\TFG - Álvaro\data\20\216840111366964012989926673512011090112843378_01-087-076.png,1
934,E:\TFG\model_src\dataset\1\7028834953694689228908545236706181551_b7p77i.png,0
935,E:\TFG\model_src\dataset\0\60969384004014416344962581961554376844_wfkhgy.png,2
936,D:\TFG - Álvaro\data\20\216840111366964013297909654432012058105616744_01-087-191.png,1
937,E:\TFG\model_src\dataset\1\169529458180800294460828022588084598252_x202eo.png,0
938,E:\TFG\model_src\dataset\0\122388074016119966134344822650496638906_96e1d8.png,2
939,D:\TFG - Álvaro\data\20\216840111366964013274515230432012032115418196_01-087-187.png,1
940,E:\TFG\model_src\dataset\1\136708795665801373509898751093174491554_c9x07x.png,0
941,E:\TFG\model_src\dataset\0\235744270808271834633015919139308991142_rsbe0h.png,2
942,D:\TFG - Álvaro\data\20\216840111366964013297909654432012061103027963_01-087-044.png,1
943,E:\TFG\model_src\dataset\1\247056041142643561323976918650959054805_7u4tzo.png,0
944,E:\TFG\model_src\dataset\1\126631559477564604199530324581839142652_97316b.png,2
945,D:\TFG - Álvaro\data\20\216840111366964013534861372972012327133111210_01-155-000.png,1
946,E:\TFG\model_src\dataset\1\283645802293204626863055319696758854334_s78sjk.png,0
947,E:\TFG\model_src\dataset\1\168395887079773257980331982826150283383_sgz06m.png,2
948,D:\TFG - Álvaro\data\20\216840111366964013515091760022012313143852658_01-155-178.png,1
949,E:\TFG\model_src\dataset\1\169136240297085069293629349791959536304_ld1qbx.png,0
950,E:\TFG\model_src\dataset\1\328430975312148135218099680005322706822_apu33h.png,2
951,D:\TFG - Álvaro\data\20\216840111366964013530061063072012321135930582_01-155-045.png,1
952,E:\TFG\model_src\dataset\1\221926626664480518861151212313235702356_srp86d.png,0
953,E:\TFG\model_src\dataset\1\172946759180289356204032580615291311294_dhbh1l.png,2
954,D:\TFG - Álvaro\data\20\216840111366964013200840352202011318125444937_01-155-164.png,1
955,E:\TFG\model_src\dataset\1\14118097476914955410390678296227045216_32n8dk.png,0
956,E:\TFG\model_src\dataset\1\91448140359975748417943887133808801640_1zxhli.png,2
957,D:\TFG - Álvaro\data\20\216840111366964013274515230432012040120122674_01-098-163.png,1
958,E:\TFG\model_src\dataset\1\149096219423372422342086957647043267247_1fvp8d.png,0
959,E:\TFG\model_src\dataset\1\160905941771272811315601255294023631650_80w9y9.png,2
960,D:\TFG - Álvaro\data\20\216840111366964013274515230432012044130014872_01-098-102.png,1
961,E:\TFG\model_src\dataset\1\331603297876886007452325400138027292168_f34lhp.png,0
962,E:\TFG\model_src\dataset\1\320434943946194534124663720938332713094_ss6w1d.png,2
963,D:\TFG - Álvaro\data\20\216840111366964013076187734852011300100352627_01-000-022.png,1
964,E:\TFG\model_src\dataset\1\327187544309591067707525812821674149918_6d636c.png,0
965,E:\TFG\model_src\dataset\1\237087103420693393244248708344255343555_fiwdk0.png,2
966,D:\TFG - Álvaro\data\20\216840111366964013076187734852011291103433559_01-000-051.png,1
967,E:\TFG\model_src\dataset\1\72697627405868760847448836018041940769_wcldxa.png,0
968,E:\TFG\model_src\dataset\1\50460941848875470337726971967525940354_5d96s2.png,2
969,D:\TFG - Álvaro\data\20\216840111366964013076187734852011299154751630_01-000-123.png,1
970,E:\TFG\model_src\dataset\1\37046498438838746775507266656860766471_rt69x0.png,0
971,E:\TFG\model_src\dataset\1\61605149415945533420352913064370819264_jaw3vh.png,2
972,D:\TFG - Álvaro\data\20\1275224313319802492848_01-159-198.png,1
973,E:\TFG\model_src\dataset\1\318616893003051883007532169003747403700_i3b0eh.png,0
974,E:\TFG\model_src\dataset\1\144165927362813396319610179772367303870_ok53mo.png,2
975,D:\TFG - Álvaro\data\20\1275224313319802492848_01-159-174.png,1
976,E:\TFG\model_src\dataset\1\202323535785094956702096621995208785753_99v8l7.png,0
977,E:\TFG\model_src\dataset\1\11710138219938786630531603858828866188_sc3fov.png,2
978,D:\TFG - Álvaro\data\20\216840111366964013686042548532013162123018822_01-159-144.png,1
979,E:\TFG\model_src\dataset\1\13275113656470998453428580992696487783_xskmyh.png,0
980,E:\TFG\model_src\dataset\1\138829967348080233482684940147853765432_4ghcce.png,2
981,D:\TFG - Álvaro\data\20\216840111366964013515091760022012320110046225_01-156-044.png,1
982,E:\TFG\model_src\dataset\1\292990787695844430158291606336861490535_8sguzu.png,0
983,E:\TFG\model_src\dataset\1\336685999569810964450291485416474535593_9fjq2b.png,2
984,D:\TFG - Álvaro\data\20\216840111366964013217898866992011355100651371_01-012-022.png,1
985,E:\TFG\model_src\dataset\1\219794946935131522049072556860830772848_a6p2ev.png,0
986,E:\TFG\model_src\dataset\1\92243658019138394709363055024688740267_xv54cx.png,2
987,D:\TFG - Álvaro\data\20\216840111366964013274515230432012037105845215_01-104-032.png,1
988,E:\TFG\model_src\dataset\1\298234685456541784740948167449097058978_oaoh1j.png,0
989,E:\TFG\model_src\dataset\1\116616205620469616259375828188804394429_jwijl7.png,2
990,D:\TFG - Álvaro\data\20\216840111366964013274515230432012041131654466_01-104-182.png,1
991,E:\TFG\model_src\dataset\1\235845705555585638168644090507763385744_g7zey4.png,0
992,E:\TFG\model_src\dataset\1\54077286181664667093834764121953127697_qcnji7.png,2
993,D:\TFG - Álvaro\data\20\216840111366964013200499207252011304111802175_01-028-168.png,1
994,E:\TFG\model_src\dataset\1\130737470893573423159261897639327084848_w3zgi4.png,0
995,E:\TFG\model_src\dataset\1\81637640783142537690863983240170245292_radrdk.png,2
996,D:\TFG - Álvaro\data\20\216840111366964013200840352202011319130651677_01-028-187.png,1
997,E:\TFG\model_src\dataset\1\66403411308374170041523239587222277856_2muuzt.png,0
998,E:\TFG\model_src\dataset\1\260507156623663538537672805970831533465_q75ovy.png,2
999,D:\TFG - Álvaro\data\20\216840111366964013217898866992011326085426198_01-029-160.png,1
1000,E:\TFG\model_src\dataset\1\265146841635192681376288819358593235157_-d99cl.png,0
1001,E:\TFG\model_src\dataset\1\157752956223429585284471889321633028328_s661iu.png,2
1002,D:\TFG - Álvaro\data\21\216840111366964013200840352202011307082251187_01-029-148.png,1
1003,E:\TFG\model_src\dataset\1\240358338164461553332204936010508815277_rs88iv.png,0
1004,E:\TFG\model_src\dataset\1\84222719801340707517586081082364810960_4o0rty.png,2
1005,D:\TFG - Álvaro\data\21\216840111366964013200840352202011304120058694_01-026-136.png,1
1006,E:\TFG\model_src\dataset\1\233793756089112871990015219934059488660_fp753g.png,0
1007,E:\TFG\model_src\dataset\1\105735344940953528010840357713201006065_fyui1e.png,2
1008,D:\TFG - Álvaro\data\21\12752243479320241946667_01-033-178.png,1
1009,E:\TFG\model_src\dataset\1\111655243677590279592325235447931258527_2inxak.png,0
1010,E:\TFG\model_src\dataset\1\199590976887566924871553645618123915072_aox6nj.png,2
1011,D:\TFG - Álvaro\data\21\216840111366964013217898866992011325111047180_01-030-170.png,1
1012,E:\TFG\model_src\dataset\1\333398282063171638463676823435209922319_mysvsp.png,0
1013,E:\TFG\model_src\dataset\1\89118741433015322717665388598829594822_twnvec.png,2
1014,D:\TFG - Álvaro\data\21\216840111366964013217898866992011326122200453_01-030-100.png,1
1015,E:\TFG\model_src\dataset\1\296925041949792819249802986710953420068_p88o2o.png,0
1016,E:\TFG\model_src\dataset\1\333600530471861652208478298764494345147_vijft0.png,2
1017,D:\TFG - Álvaro\data\21\216840111366964013200840352202011314110648431_01-030-159.png,1
1018,E:\TFG\model_src\dataset\1\278971503784202085311776273825056031921_gf2qe4.png,0
1019,E:\TFG\model_src\dataset\1\93722349276557007401477211768126598839_kqipnw.png,2
1020,D:\TFG - Álvaro\data\21\216840111366964014008416513202014161132711688_01-197-154.png,1
1021,E:\TFG\model_src\dataset\1\51458865833146130895679852222633015976_dfkdqb.png,0
1022,E:\TFG\model_src\dataset\1\277711422841303344025157100735306804878_pfpfhw.png,2
1023,D:\TFG - Álvaro\data\21\216840111366964013402131755672012174125832734_01-142-069.png,1
1024,E:\TFG\model_src\dataset\1\212124834045355662942215713623153752067_i6s9nc.png,0
1025,E:\TFG\model_src\dataset\1\163992441300838730244307588253616822985_1ni7st.png,2
1026,D:\TFG - Álvaro\data\21\216840111366964013395900950222012172092425542_01-142-172.png,1
1027,E:\TFG\model_src\dataset\1\126825238375770182275705268969243704627_ah40oh.png,0
1028,E:\TFG\model_src\dataset\1\24580672341173945907364876190944940012_qzwkrc.png,2
1029,D:\TFG - Álvaro\data\21\216840111366964013402131755672012178101128691_01-142-175.png,1
1030,E:\TFG\model_src\dataset\1\258268267700071286318425553080034028763_g7mlqt.png,0
1031,E:\TFG\model_src\dataset\1\253376165283766164953294273982388832515_2_7smu4a.png,2
1032,D:\TFG - Álvaro\data\21\216840111366964013340662495472012115124713328_01-113-094.png,1
1033,E:\TFG\model_src\dataset\1\131456575715274123069472921079931810841_avyqtq.png,0
1034,E:\TFG\model_src\dataset\1\130799250010672366840497792533852451707_bucx4f.png,2
1035,D:\TFG - Álvaro\data\21\216840111366964013340662495472012117084953355_01-113-161.png,1
1036,E:\TFG\model_src\dataset\1\53450822726033006624034338796047947550_n6osgu.png,0
1037,E:\TFG\model_src\dataset\1\6101992914898115475133537892903380981_lb1csz.png,2
1038,D:\TFG - Álvaro\data\21\216840111366964013334747595492012095135907150_01-113-139.png,1
1039,E:\TFG\model_src\dataset\1\15389388737829626356753818778442847002_2ti7au.png,0
1040,E:\TFG\model_src\dataset\1\258827662561309819415616544273660467270_2psfue.png,2
1041,D:\TFG - Álvaro\data\21\216840111366964013534861372972012347135234409_01-134-084.png,1
1042,E:\TFG\model_src\dataset\1\235236505357787928956817683334223310132_9t6ncs.png,0
1043,E:\TFG\model_src\dataset\1\300402816366074653426889413751733292538_b3xvz7.png,2
1044,D:\TFG - Álvaro\data\21\216840111366964013534861372972012342140525869_01-134-104.png,1
1045,E:\TFG\model_src\dataset\1\117518900956759062760516499077781782629_lu7iby.png,0
1046,E:\TFG\model_src\dataset\1\141389307396375762214974513958953993150_la231n.png,2
1047,D:\TFG - Álvaro\data\21\216840111366964013217898866992012017083628780_01-047-012.png,1
1048,E:\TFG\model_src\dataset\1\157735888024514588930091796874479984808_u3im45.png,0
1049,E:\TFG\model_src\dataset\1\267011834662994959193675061817839342797_t02yi2.png,2
1050,D:\TFG - Álvaro\data\21\216840111366964013217898866992012004082047143_01-047-113.png,1
1051,E:\TFG\model_src\dataset\1\107963691745962150172432404348304546981_m88s55.png,0
1052,E:\TFG\model_src\dataset\1\68076748163919716255386302003910811383_r0tnk7.png,2
1053,D:\TFG - Álvaro\data\21\216840111366964013375835044302012142095655589_01-076-197.png,1
1054,E:\TFG\model_src\dataset\1\181768209974933689829537826356912071263_kh94yj.png,0
1055,E:\TFG\model_src\dataset\1\291940701114454305683749269299857409802_w9fgt1.png,2
1056,D:\TFG - Álvaro\data\21\216840111366964013375835044302012143093618860_01-076-159.png,1
1057,E:\TFG\model_src\dataset\1\19527881842653137811449196411983087976_2_5v9k38.png,0
1058,E:\TFG\model_src\dataset\1\151762826337081503095163690041275352664_b5qlrr.png,2
1059,D:\TFG - Álvaro\data\21\216840111366964013340662495472012124102251591_01-076-133.png,1
1060,E:\TFG\model_src\dataset\1\79927338509693443086636847221425290362_q2eqky.png,0
1061,E:\TFG\model_src\dataset\1\17186631792086890111700706631480100459_xda3hn.png,2
1062,D:\TFG - Álvaro\data\21\216840111366964013534861372972012332150153059_01-150-091.png,1
1063,E:\TFG\model_src\dataset\1\161045326634118712291225888244440856768_aujhn5.png,0
1064,E:\TFG\model_src\dataset\1\247633698714756364352585169215310901493_mbk8ur.png,2
1065,D:\TFG - Álvaro\data\21\216840111366964013534861372972012332145318293_01-150-159.png,1
1066,E:\TFG\model_src\dataset\1\305877697860617596395756909277695832229_3e56sd.png,0
1067,E:\TFG\model_src\dataset\1\112711282930876836278057207012792605887_x5i20p.png,2
1068,D:\TFG - Álvaro\data\21\216840111366964013515091760022012303143923405_01-150-068.png,1
1069,E:\TFG\model_src\dataset\1\146285329307630906638029704602654805567_84mjz4.png,0
1070,E:\TFG\model_src\dataset\1\261688842819655087999135014876062574262_jh69eb.png,2
1071,D:\TFG - Álvaro\data\21\216840111366964014008416513202014188112805326_01-162-148.png,1
1072,E:\TFG\model_src\dataset\1\46602795584796426809493160955542892955_f8hlsj.png,0
1073,E:\TFG\model_src\dataset\1\264846113212169412215947612613098598745_79q170.png,2
1074,D:\TFG - Álvaro\data\22\216840111366964013451228379692012248090043522_01-056-199.png,1
1075,E:\TFG\model_src\dataset\1\57227526130234041916578511528331005978_unxvji.png,0
1076,E:\TFG\model_src\dataset\1\303582485561914431900351670774071573071_euppfs.png,2
1077,D:\TFG - Álvaro\data\22\216840111366964013217898866992011350124656400_01-008-041.png,1
1078,E:\TFG\model_src\dataset\1\34964705749258636915412314148013618671_ipj7xg.png,0
1079,E:\TFG\model_src\dataset\1\335789377439808846443928508466366219194_3kof2t.png,2
1080,D:\TFG - Álvaro\data\22\216840111366964013217898866992011346112319950_01-130-080.png,1
1081,E:\TFG\model_src\dataset\1\121150189229017378689947210944725996583_7uffy1.png,0
1082,E:\TFG\model_src\dataset\1\239395473565300443824300377625540152722_2_p0ry5q.png,2
1083,D:\TFG - Álvaro\data\22\216840111366964013534861372972012338131117491_01-130-078.png,1
1084,E:\TFG\model_src\dataset\1\67195358678967216957240968320472312437_adgtf2.png,0
1085,E:\TFG\model_src\dataset\1\312671554587912199143274430937111077510_1siwvn.png,2
1086,D:\TFG - Álvaro\data\22\216840111366964013534861372972012338111217144_01-130-157.png,1
1087,E:\TFG\model_src\dataset\1\212304090534823262730950635937331382151_nxflmg.png,0
1088,E:\TFG\model_src\dataset\1\126172445221550898653559865925698371904_-4vz9y.png,2
1089,D:\TFG - Álvaro\data\22\216840111366964013534861372972012352094547559_01-130-125.png,1
1090,E:\TFG\model_src\dataset\1\102212333133496877857755458186566377919_6pqaib.png,0
1091,E:\TFG\model_src\dataset\1\267299015306852407874109090350701313615_r4nfgf.png,2
1092,D:\TFG - Álvaro\data\22\216840111366964013307756408102012074154743607_01-080-165.png,1
1093,E:\TFG\model_src\dataset\1\140662405025669200610606067382731434100_cz83kc.png,0
1094,E:\TFG\model_src\dataset\1\270176410025855973509219177351499395173_y6rlyp.png,2
1095,D:\TFG - Álvaro\data\22\216840111366964013307756408102012076091919161_01-080-051.png,1
1096,E:\TFG\model_src\dataset\1\70422446685890140703053019785353617035_rommkc.png,0
1097,E:\TFG\model_src\dataset\1\48087775797183147703838041862966846716_ooctjd.png,2
1098,D:\TFG - Álvaro\data\22\12752243479320241932456_01-080-090.png,1
1099,E:\TFG\model_src\dataset\1\172396866960896078584892672063919786997_2_sy42c0.png,0
